file,similar_is_equal,similar_is_equal_threshold,f1_score,precision,recall
data/llama/7B_NoQuant_FT_cl_1epoch/maxNewTokensFactor8_nShotsInference0_llama-2-7b-chat-hf_adapters_en.layer1_NoQuant_torch.bfloat16_16_16_0.02_1_0.0002_clent.csv,,100,,,0.0
data/llama/7B_NoQuant_FT_cl_1epoch/maxNewTokensFactor4_nShotsInference0_llama-2-7b-chat-hf_adapters_en.layer1_NoQuant_torch.bfloat16_64_16_0.02_1_0.0002_clent.csv,,100,,,0.0
data/llama/7B_NoQuant_FT_cl_1epoch/maxNewTokensFactor6_nShotsInference0_llama-2-7b-chat-hf_adapters_en.layer1_NoQuant_torch.bfloat16_32_16_0.02_1_0.0002_clent.csv,,100,,,0.0
data/llama/7B_NoQuant_FT_cl_1epoch/maxNewTokensFactor8_nShotsInference0_llama-2-7b-chat-hf_adapters_en.layer1_NoQuant_torch.bfloat16_64_32_0.02_1_0.0002_clent.csv,,100,,,0.0
data/llama/7B_NoQuant_FT_cl_1epoch/maxNewTokensFactor4_nShotsInference0_llama-2-7b-chat-hf_adapters_en.layer1_NoQuant_torch.bfloat16_16_32_0.02_1_0.0002_clent.csv,,100,,,0.0
data/llama/7B_NoQuant_FT_cl_1epoch/maxNewTokensFactor10_nShotsInference0_llama-2-7b-chat-hf_adapters_en.layer1_NoQuant_torch.bfloat16_32_16_0.02_1_0.0002_clent.csv,,100,,,0.0
data/llama/7B_NoQuant_FT_cl_1epoch/maxNewTokensFactor6_nShotsInference0_llama-2-7b-chat-hf_adapters_en.layer1_NoQuant_torch.bfloat16_64_16_0.02_1_0.0002_clent.csv,,100,,,0.0
data/llama/7B_NoQuant_FT_cl_1epoch/maxNewTokensFactor4_nShotsInference0_llama-2-7b-chat-hf_adapters_en.layer1_NoQuant_torch.bfloat16_32_16_0.02_1_0.0002_clent.csv,,100,,,0.0
data/llama/7B_NoQuant_FT_cl_1epoch/maxNewTokensFactor8_nShotsInference0_llama-2-7b-chat-hf_adapters_en.layer1_NoQuant_torch.bfloat16_32_16_0.02_1_0.0002_clent.csv,,100,,,0.0
data/llama/7B_NoQuant_FT_cl_1epoch/maxNewTokensFactor6_nShotsInference0_llama-2-7b-chat-hf_adapters_en.layer1_NoQuant_torch.bfloat16_16_32_0.02_1_0.0002_clent.csv,,100,,,0.0
data/llama/7B_NoQuant_FT_cl_1epoch/maxNewTokensFactor10_nShotsInference0_llama-2-7b-chat-hf_adapters_en.layer1_NoQuant_torch.bfloat16_32_32_0.02_1_0.0002_clent.csv,,100,,,0.0
data/llama/7B_NoQuant_FT_cl_1epoch/maxNewTokensFactor6_nShotsInference0_llama-2-7b-chat-hf_adapters_en.layer1_NoQuant_torch.bfloat16_16_16_0.02_1_0.0002_clent.csv,,100,,,0.0
data/llama/7B_NoQuant_FT_cl_1epoch/maxNewTokensFactor4_nShotsInference0_llama-2-7b-chat-hf_adapters_en.layer1_NoQuant_torch.bfloat16_32_32_0.02_1_0.0002_clent.csv,,100,,,0.0
data/llama/7B_NoQuant_FT_cl_1epoch/maxNewTokensFactor4_nShotsInference0_llama-2-7b-chat-hf_adapters_en.layer1_NoQuant_torch.bfloat16_16_16_0.02_1_0.0002_clent.csv,,100,,,0.0
data/llama/7B_NoQuant_FT_cl_1epoch/maxNewTokensFactor8_nShotsInference0_llama-2-7b-chat-hf_adapters_en.layer1_NoQuant_torch.bfloat16_64_16_0.02_1_0.0002_clent.csv,,100,,,0.0
data/llama/7B_NoQuant_FT_cl_1epoch/maxNewTokensFactor10_nShotsInference0_llama-2-7b-chat-hf_adapters_en.layer1_NoQuant_torch.bfloat16_64_32_0.02_1_0.0002_clent.csv,,100,,,0.0
data/llama/7B_NoQuant_FT_cl_1epoch/maxNewTokensFactor8_nShotsInference0_llama-2-7b-chat-hf_adapters_en.layer1_NoQuant_torch.bfloat16_32_32_0.02_1_0.0002_clent.csv,,100,,,0.0
data/llama/7B_NoQuant_FT_cl_1epoch/maxNewTokensFactor10_nShotsInference0_llama-2-7b-chat-hf_adapters_en.layer1_NoQuant_torch.bfloat16_16_32_0.02_1_0.0002_clent.csv,,100,,,0.0
data/llama/7B_NoQuant_FT_cl_1epoch/maxNewTokensFactor6_nShotsInference0_llama-2-7b-chat-hf_adapters_en.layer1_NoQuant_torch.bfloat16_32_32_0.02_1_0.0002_clent.csv,,100,,,0.0
data/llama/7B_NoQuant_FT_cl_1epoch/maxNewTokensFactor10_nShotsInference0_llama-2-7b-chat-hf_adapters_en.layer1_NoQuant_torch.bfloat16_16_16_0.02_1_0.0002_clent.csv,,100,,,0.0
data/llama/7B_NoQuant_FT_cl_1epoch/maxNewTokensFactor8_nShotsInference0_llama-2-7b-chat-hf_adapters_en.layer1_NoQuant_torch.bfloat16_16_32_0.02_1_0.0002_clent.csv,,100,,,0.0
data/llama/7B_NoQuant_FT_cl_1epoch/maxNewTokensFactor10_nShotsInference0_llama-2-7b-chat-hf_adapters_en.layer1_NoQuant_torch.bfloat16_64_16_0.02_1_0.0002_clent.csv,,100,,,0.0
data/llama/7B_NoQuant_FT_cl_1epoch/maxNewTokensFactor6_nShotsInference0_llama-2-7b-chat-hf_adapters_en.layer1_NoQuant_torch.bfloat16_64_32_0.02_1_0.0002_clent.csv,,100,,,0.0
data/llama/7B_NoQuant_FT_cl_1epoch/maxNewTokensFactor4_nShotsInference0_llama-2-7b-chat-hf_adapters_en.layer1_NoQuant_torch.bfloat16_64_32_0.02_1_0.0002_clent.csv,,100,,,0.0
