file,similar_is_equal,similar_is_equal_threshold,f1_score,precision,recall
data/llama/13B_4bit_base/maxNewTokensFactor8_nShotsInference0_BaseModel.csv,True,80,0.35670077049387394,0.6054888507718696,0.25282005371530886
data/llama/13B_4bit_base/maxNewTokensFactor8_nShotsInference0_BaseModel.csv,True,100,0.35670077049387394,0.6054888507718696,0.25282005371530886
data/llama/13B_4bit_base/maxNewTokensFactor2_nShotsInference0_BaseModel.csv,True,80,0.06797477224947442,0.754863813229572,0.035589800036690517
data/llama/13B_4bit_base/maxNewTokensFactor2_nShotsInference0_BaseModel.csv,True,100,0.06797477224947442,0.754863813229572,0.035589800036690517
data/llama/13B_4bit_base/maxNewTokensFactor8_nShotsInference4_BaseModel.csv,True,80,0.26731829798681794,0.18326570761096767,0.4937883054497267
data/llama/13B_4bit_base/maxNewTokensFactor8_nShotsInference4_BaseModel.csv,True,100,0.26731829798681794,0.18326570761096767,0.4937883054497267
data/llama/13B_4bit_base/maxNewTokensFactor2_nShotsInference4_BaseModel.csv,True,80,0.16126384899466556,0.11361665221162186,0.2777385159010601
data/llama/13B_4bit_base/maxNewTokensFactor2_nShotsInference4_BaseModel.csv,True,100,0.16126384899466556,0.11361665221162186,0.2777385159010601
data/llama/13B_4bit_base/maxNewTokensFactor4_nShotsInference1_BaseModel.csv,True,80,0.3152563094926207,0.3280029075049973,0.3034633490248823
data/llama/13B_4bit_base/maxNewTokensFactor4_nShotsInference1_BaseModel.csv,True,100,0.3152563094926207,0.3280029075049973,0.3034633490248823
data/llama/13B_4bit_base/maxNewTokensFactor4_nShotsInference2_BaseModel.csv,True,80,0.23469540487950905,0.20607175712971482,0.2725534503737181
data/llama/13B_4bit_base/maxNewTokensFactor4_nShotsInference2_BaseModel.csv,True,100,0.23469540487950905,0.20607175712971482,0.2725534503737181
data/llama/13B_4bit_base/maxNewTokensFactor8_nShotsInference2_BaseModel.csv,True,80,0.24319392745055107,0.21389138528694313,0.28179972936400544
data/llama/13B_4bit_base/maxNewTokensFactor8_nShotsInference2_BaseModel.csv,True,100,0.24319392745055107,0.21389138528694313,0.28179972936400544
data/llama/13B_4bit_base/maxNewTokensFactor4_nShotsInference4_BaseModel.csv,True,80,0.2460541541309882,0.17003582395087,0.44500251130085383
data/llama/13B_4bit_base/maxNewTokensFactor4_nShotsInference4_BaseModel.csv,True,100,0.2460541541309882,0.17003582395087,0.44500251130085383
data/llama/13B_4bit_base/maxNewTokensFactor4_nShotsInference3_BaseModel.csv,True,80,0.2641483036026583,0.22388236689197202,0.32207437734561584
data/llama/13B_4bit_base/maxNewTokensFactor4_nShotsInference3_BaseModel.csv,True,100,0.2641483036026583,0.22388236689197202,0.32207437734561584
data/llama/13B_4bit_base/maxNewTokensFactor4_nShotsInference0_BaseModel.csv,True,80,0.2720410197977496,0.633289124668435,0.17322691819336114
data/llama/13B_4bit_base/maxNewTokensFactor4_nShotsInference0_BaseModel.csv,True,100,0.2720410197977496,0.633289124668435,0.17322691819336114
data/llama/13B_4bit_base/maxNewTokensFactor8_nShotsInference3_BaseModel.csv,True,80,0.2761052346080825,0.2346703550023052,0.3353096179183136
data/llama/13B_4bit_base/maxNewTokensFactor8_nShotsInference3_BaseModel.csv,True,100,0.2761052346080825,0.2346703550023052,0.3353096179183136
data/llama/13B_4bit_base/maxNewTokensFactor2_nShotsInference3_BaseModel.csv,True,80,0.1949108275501828,0.16675178753830439,0.2345124797988867
data/llama/13B_4bit_base/maxNewTokensFactor2_nShotsInference3_BaseModel.csv,True,100,0.1949108275501828,0.16675178753830439,0.2345124797988867
data/llama/13B_4bit_base/maxNewTokensFactor2_nShotsInference2_BaseModel.csv,True,80,0.1917700023694811,0.1714931487498234,0.217484772482981
data/llama/13B_4bit_base/maxNewTokensFactor2_nShotsInference2_BaseModel.csv,True,100,0.1917700023694811,0.1714931487498234,0.217484772482981
data/llama/13B_4bit_base/maxNewTokensFactor2_nShotsInference1_BaseModel.csv,True,80,0.24227705459490967,0.26851851851851855,0.22070796460176992
data/llama/13B_4bit_base/maxNewTokensFactor2_nShotsInference1_BaseModel.csv,True,100,0.24227705459490967,0.26851851851851855,0.22070796460176992
data/llama/13B_4bit_base/maxNewTokensFactor8_nShotsInference1_BaseModel.csv,True,80,0.33433684562635896,0.3404291553133515,0.3284587578047979
data/llama/13B_4bit_base/maxNewTokensFactor8_nShotsInference1_BaseModel.csv,True,100,0.33433684562635896,0.3404291553133515,0.3284587578047979
