text,entities,prompt,sentence,input_ids,attention_mask,inference_prompt,ground_truth,model_responses
"nujna srčna kateterizacija je razkrila lokalne disekcije v štirih koronarnih arterijah majhnega kalibra v desnem in levem koronarnem sistemu , vključno z desno posteriorno padajočo , posterolateralno , obtusno marginalno in septalno arterijo .",[],"<s>[INST]  <<nujna srčna kateterizacija je razkrila lokalne disekcije v štirih koronarnih arterijah majhnega kalibra v desnem in levem koronarnem sistemu , vključno z desno posteriorno padajočo , posterolateralno , obtusno marginalno in septalno arterijo .>>> [/INST]] </s>","nujna srčna kateterizacija je razkrila lokalne disekcije v štirih koronarnih arterijah majhnega kalibra v desnem in levem koronarnem sistemu , vključno z desno posteriorno padajočo , posterolateralno , obtusno marginalno in septalno arterijo .","[    1  4948 27983 27236 30026  1056 29466  1308  6619 26575  1444  1153
  7730  4115 29874   301 14599   484   766  1416 28383   325  6569  2034
   374 29882 10871   265   279 13428   564   357   823   801 10067  3123
  2442 25364   747   336   325   553 15344   297 14453   331 10871   265
  2753   331  7852 24425  1919   325  6321  4900 30026  1217   503   553
  1217 13446  1217   282  1114  2212 30026 29877  1919 10368   324  1008
   284  1217  1919 14403   375  1217 15276   979  1217   297  4843   284
  1217   564   357 19550   869]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","<s>[INST]  <<nujna srčna kateterizacija je razkrila lokalne disekcije v štirih koronarnih arterijah majhnega kalibra v desnem in levem koronarnem sistemu , vključno z desno posteriorno padajočo , posterolateralno , obtusno marginalno in septalno arterijo .>>> [/INST]",] </s>," Ah, veliko je močno potrjeno . Kateterizacija je pokazala lokalne disekcije v štirih koronarnih arterijah , ki so bile majhne kalibra v desnem in"
"med operacijo , pod splošno narkozo , je bil narejen podaljšan prečni dimeljski rez .",[],"<s>[INST]  <<med operacijo , pod splošno narkozo , je bil narejen podaljšan prečni dimeljski rez .>>> [/INST]] </s>","med operacijo , pod splošno narkozo , je bil narejen podaljšan prečni dimeljski rez .","[    1  1612 14495   455  2212  1919  2532   805   417 30039  1217   302
   935  2112 29877  1919  1444 13181   302   598  4142  2532   284 29926
 30039   273   758 30026  1240  3964   295 29926  2574 29194   869]",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"<s>[INST]  <<med operacijo , pod splošno narkozo , je bil narejen podaljšan prečni dimeljski rez .>>> [/INST]",] </s>," ""Podaljšan prečni dimeljski rez"" se nanaša na manjši , vodoravni rez , ki se razširi od prvega do treh vratnih postaj . Slike in video nadal"
po 6 tednih zdravljenja s sistemskimi steroidi in azatioprinom je pacient razvil pljučne embolije in začel z oralno antikoagulacijo z varfarinom .,[{'entity': 'pljučne embolije'}],"<s>[INST]  <<po 6 tednih zdravljenja s sistemskimi steroidi in azatioprinom je pacient razvil pljučne embolije in začel z oralno antikoagulacijo z varfarinom .>>> [/INST][{""entity"": ""pljučne embolije""}] </s>",po 6 tednih zdravljenja s sistemskimi steroidi in azatioprinom je pacient razvil pljučne embolije in začel z oralno antikoagulacijo z varfarinom .,"[    1   772 29871 29953 29748 13428 18100  5705 25489  1764   269  7852
   331  9142 29875 16864  3398 29875   297  2698  2219   459 17056   290
  1444  3300 15566  8006 17191   715  4900 30026   484   953  2095  7253
   297 22397   295   503   470   284  1217  3677 10349   351  2497   455
  2212   503   722 15641   262   290   869]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]",<s>[INST]  <<po 6 tednih zdravljenja s sistemskimi steroidi in azatioprinom je pacient razvil pljučne embolije in začel z oralno antikoagulacijo z varfarinom .>>> [/INST],"[{""entity"": ""pljučne embolije""}] </s>"," V zadnjem desetletju je bil pacient hospitaliziran za 3 tedne , zaradi ponovitve prejšnje dihalne zapletenosti . 
 , po ponovni zapletenosti je bil"
"ultrazvok je razkril heterogeno maso levega jajčnika v 82 milimetrih v premeru , prazen maternico in brez peritonealne izliva .",[{'entity': 'maso levega jajčnika'} {'entity': 'peritonealne izliva'}],"<s>[INST]  <<ultrazvok je razkril heterogeno maso levega jajčnika v 82 milimetrih v premeru , prazen maternico in brez peritonealne izliva .>>> [/INST][{""entity"": ""maso levega jajčnika""}, {""entity"": ""peritonealne izliva""}] </s>","ultrazvok je razkril heterogeno maso levega jajčnika v 82 milimetrih v premeru , prazen maternico in brez peritonealne izliva .","[    1  8494  9504 29894   554  1444  1153  7730  4115 25745  6352 29877
  5516 29877   454   345  3249   432  1175 30026 13518   325 29871 29947
 29906  2316 17528   374 29882   325   758  1050 29884  1919  7213  2256
  1775   824  1417   297  2078 29920   639   277   650   284   484  5951
 29880  4244   869]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","<s>[INST]  <<ultrazvok je razkril heterogeno maso levega jajčnika v 82 milimetrih v premeru , prazen maternico in brez peritonealne izliva .>>> [/INST]","[{""entity"": ""maso levega jajčnika""}, {""entity"": ""peritonealne izliva""}] </s>", Heterogeni jajčniki so se pojavili v 82 milimetrih premeru in so bili nenavadni na slikanju ultrazvoka . Nenavadne heterogenosti v jaj
"na podlagi te mikroskopske ugotovitve je bila končna diagnoza parodontalna bolezen , povezana s proliferativno ne-neoplastično lezi .",[{'entity': 'parodontalna bolezen'} {'entity': 'lezi'}],"<s>[INST]  <<na podlagi te mikroskopske ugotovitve je bila končna diagnoza parodontalna bolezen , povezana s proliferativno ne-neoplastično lezi .>>> [/INST][{""entity"": ""parodontalna bolezen""}, {""entity"": ""lezi""}] </s>","na podlagi te mikroskopske ugotovitve je bila končna diagnoza parodontalna bolezen , povezana s proliferativno ne-neoplastično lezi .","[    1  1055  2532  3110 29875   734   286   638   307   808  3554   446
   318  7085   586   277   345  1444 27030  4139 30026  1056  7936  1217
  1362   610   397   609   284  1056  1045   280  2256  1919   772 13325
  1648   269   410 29880  9633  1926  1217   452 29899   484   459  4230
  8953  1217   454  2526   869]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","<s>[INST]  <<na podlagi te mikroskopske ugotovitve je bila končna diagnoza parodontalna bolezen , povezana s proliferativno ne-neoplastično lezi .>>> [/INST]","[{""entity"": ""parodontalna bolezen""}, {""entity"": ""lezi""}] </s>"," Parodontalna bolezen je bila na tem podlagi diagnoza parodontalna bolezen , povezana s proliferativno ne-neoplastično lezi .
 
V parodontalni"
revmatoidni factor je bil negativen .,[],<s>[INST]  <<revmatoidni factor je bil negativen .>>> [/INST]] </s>,revmatoidni factor je bil negativen .,"[    1  6664 29885  1219   333  1240  7329  1444 13181  3480  1926   264
   869]",[1 1 1 1 1 1 1 1 1 1 1 1 1],<s>[INST]  <<revmatoidni factor je bil negativen .>>> [/INST],] </s>, Revmatoidni factor je bil negativen . To je bilo brez znaka na slednje oteklino . Vendar pa je njeni otoki in mucove membrane prepoznani kot osteopor
"danko je bil poln fekalnega materiala , ki je bil normalne barve in konsistence .",[],"<s>[INST]  <<danko je bil poln fekalnega materiala , ki je bil normalne barve in konsistence .>>> [/INST]] </s>","danko je bil poln fekalnega materiala , ki je bil normalne barve in konsistence .","[    1   270   804 29877  1444 13181  1248 29876  1238 11311 29876  2442
  5518 29874  1919  8506  1444 13181  4226   484  2594   345   297   413
   787 11416   869]",[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],"<s>[INST]  <<danko je bil poln fekalnega materiala , ki je bil normalne barve in konsistence .>>> [/INST]",] </s>," Thank you for the update on the patient's stool. #2. It is normal for stool to be of normal consistency and color, and the presence of normal fecal material is a good sign that the patient is experiencing a typical bowel movement."
on je zavrnil kakršne koli prejšnje epizode akutnega pankreatitisa in ni imel zgodovine uporabe alkohola .,[{'entity': 'akutnega pankreatitisa'}],"<s>[INST]  <<on je zavrnil kakršne koli prejšnje epizode akutnega pankreatitisa in ni imel zgodovine uporabe alkohola .>>> [/INST][{""entity"": ""akutnega pankreatitisa""}] </s>",on je zavrnil kakršne koli prejšnje epizode akutnega pankreatitisa in ni imel zgodovine uporabe alkohola .,"[    1   373  1444   503   485 29878  8834   413   557 29878 30039   484
   413  5079   758 29926 30039 29876  1324  9358   466   356 11208   329
 29876  2442   282   804   276   271   277  8069   297  6836   527   295
   503 17083   586   457   701   272  4302 29827  1148  2963   869]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1]",<s>[INST]  <<on je zavrnil kakršne koli prejšnje epizode akutnega pankreatitisa in ni imel zgodovine uporabe alkohola .>>> [/INST],"[{""entity"": ""akutnega pankreatitisa""}] </s>"," Thank you for providing more information about the patient's medical history. Here are some potential causes of acute pancreatitis in a 54-year-old man who has not used alcohol:

1. Hypertriglyceridemia"
"po drugi strani je bil infekcijski proces dobro obvladan z infuzijo antibiotikov , kot je ceftazidim v kombinaciji z aminosidom .",[],"<s>[INST]  <<po drugi strani je bil infekcijski proces dobro obvladan z infuzijo antibiotikov , kot je ceftazidim v kombinaciji z aminosidom .>>> [/INST]] </s>","po drugi strani je bil infekcijski proces dobro obvladan z infuzijo antibiotikov , kot je ceftazidim v kombinaciji z aminosidom .","[    1   772  5883  3146 16463 29875  1444 13181  3041  1416   455 29926
  2574 14177   437  6729   704 29894  4528   273   503  3041  3365 19550
  3677   747 24414   638   586  1919 21062  1444  2257   615   834   333
   326   325   413  3424  1099   455  2397   503   626  8226   333   290
   869]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1]","<s>[INST]  <<po drugi strani je bil infekcijski proces dobro obvladan z infuzijo antibiotikov , kot je ceftazidim v kombinaciji z aminosidom .>>> [/INST]",] </s>," I see, thank you for letting me know. On the other hand, the infection was well-controlled with the administration of antibiotics, specifically ceftazidim in combination with aminosid.</s></s></s></s></s></s></s></s></s></s>"
pacient je bil podvržen eksciziji in kuretaži mase z ekstrakcijo kočnika in stranskega sekutiča .,[],<s>[INST]  <<pacient je bil podvržen eksciziji in kuretaži mase z ekstrakcijo kočnika in stranskega sekutiča .>>> [/INST]] </s>,pacient je bil podvržen eksciziji in kuretaži mase z ekstrakcijo kočnika in stranskega sekutiča .,"[    1  3300 15566  1444 13181  2532 13416 19331   321  2039   455 29920
 13188   297   413   545   941 30044 29875   286   559   503 14921  4151
 29895   455  2212  5812 30026 13518   297   851 12190  2442   409 29895
   329  8953 29874   869]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1]",<s>[INST]  <<pacient je bil podvržen eksciziji in kuretaži mase z ekstrakcijo kočnika in stranskega sekutiča .>>> [/INST],] </s>," V okviru velike povečanja zgodnje zaščite se je potrdilo , da je bilo približno 4,3 krat večjo število kliničnih kardiologov v"
